#-------------- Creating on pcbutt163 @ 2019-02-05 01:38:01.579721
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 01:38:01.579982
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.252647E-08 +3.704282E-09
1.0 +1.114376E-08 +6.051700E-09
2.0 +1.173037E-08 +5.422927E-09
3.0 +1.114377E-08 +5.464838E-09
4.0 +1.110185E-08 +6.135543E-09
5.0 +1.043148E-08 +6.512818E-09
6.0 +9.761063E-09 +6.387058E-09
7.0 +9.761061E-09 +6.345152E-09
8.0 +9.677263E-09 +6.512813E-09
9.0 +9.970567E-09 +6.177469E-09
10.0 +1.005438E-08 +6.680471E-09
11.0 +9.300187E-09 +6.680494E-09
12.0 +9.928678E-09 +6.973919E-09
13.0 +9.886771E-09 +6.387056E-09
14.0 +9.761063E-09 +7.351172E-09
15.0 +1.001247E-08 +6.722401E-09
16.0 +1.026387E-08 +6.596648E-09
17.0 +1.105997E-08 +6.470890E-09
18.0 +1.022197E-08 +7.309257E-09
19.0 +9.174471E-09 +6.890064E-09
20.0 -3.144607E-07 +6.931993E-09
21.0 +8.629780E-09 +6.848163E-09
22.0 +1.047336E-08 +7.476937E-09
23.0 +9.342063E-09 +6.680471E-09
24.0 +9.802974E-09 +6.638566E-09
25.0 +9.844872E-09 +6.722409E-09
26.0 +9.383971E-09 +8.105706E-09
27.0 +9.761074E-09 +6.806246E-09
28.0 +9.970570E-09 +6.890075E-09
29.0 +1.068286E-08 +7.309258E-09
30.0 +1.336447E-08 +7.225420E-09
31.0 +1.034768E-08 +7.812281E-09
32.0 +1.038956E-08 +7.602693E-09
33.0 +1.235886E-08 +7.560741E-09
34.0 -3.130779E-07 +6.009786E-09
35.0 +1.483096E-08 +6.345142E-09
36.0 +1.344827E-08 +7.393093E-09
37.0 +1.638126E-08 +8.273386E-09
38.0 +1.918856E-08 +8.734480E-09
39.0 +2.266625E-08 +6.848152E-09
40.0 +2.991493E-08 +7.015837E-09
41.0 +3.712142E-08 +6.931993E-09
42.0 +4.797255E-08 +8.944081E-09
43.0 +6.460538E-08 +7.099668E-09
44.0 +8.341679E-08 +8.147614E-09
45.0 +1.099790E-07 +6.345137E-09
46.0 +1.561905E-07 +7.728437E-09
47.0 +2.067174E-07 +7.854207E-09
48.0 +2.872841E-07 +7.770361E-09
49.0 +5.010926E-08 +8.189538E-09
50.0 +5.245847E-07 +1.166879E-08
50.0 +4.486263E-07 +8.482980E-09
49.0 +2.663359E-07 +5.590607E-09
48.0 +1.670836E-07 +4.626483E-09
47.0 +1.042393E-07 +5.632519E-09
46.0 +6.783138E-08 +6.093631E-09
45.0 +4.550067E-08 +4.081532E-09
44.0 +2.970543E-08 +4.039624E-09
43.0 +2.325284E-08 +4.542650E-09
42.0 +1.575276E-08 +4.626478E-09
41.0 +1.269407E-08 +5.003751E-09
40.0 +1.181416E-08 +5.297178E-09
39.0 +1.118567E-08 +5.842124E-09
38.0 +9.258276E-09 +5.632516E-09
37.0 +1.076668E-08 +5.171410E-09
36.0 +9.761072E-09 +5.213342E-09
35.0 +1.126947E-08 +4.081535E-09
34.0 +1.051527E-08 +4.961829E-09
