#-------------- Creating on pcbutt163 @ 2019-02-05 06:39:14.897744
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 06:39:14.897964
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.382536E-08 +4.123457E-09
1.0 +1.059907E-08 +6.051712E-09
2.0 +1.001249E-08 +4.668393E-09
3.0 +1.139517E-08 +5.590607E-09
4.0 +1.018008E-08 +6.051728E-09
5.0 +1.072478E-08 +5.967874E-09
6.0 +1.093428E-08 +5.590604E-09
7.0 +1.043148E-08 +6.219384E-09
8.0 +1.059906E-08 +5.506768E-09
9.0 +1.118567E-08 +6.219403E-09
10.0 +9.635373E-09 +6.135553E-09
11.0 +9.300175E-09 +6.764320E-09
12.0 +1.001250E-08 +6.554733E-09
13.0 +1.034767E-08 +6.470890E-09
14.0 +9.551572E-09 +6.135553E-09
15.0 +9.886765E-09 +6.722414E-09
16.0 +9.425884E-09 +6.596657E-09
17.0 +1.038957E-08 +6.135542E-09
18.0 +9.174475E-09 +6.932010E-09
19.0 +1.005439E-08 +6.428971E-09
20.0 +1.001248E-08 +5.716365E-09
21.0 +1.005437E-08 +6.932004E-09
22.0 +1.009627E-08 +9.195594E-09
23.0 +1.080857E-08 +5.967860E-09
24.0 +9.258269E-09 +6.470904E-09
25.0 +8.797379E-09 +6.135551E-09
26.0 +9.425861E-09 +6.177471E-09
27.0 +9.886779E-09 +6.470898E-09
28.0 +1.386727E-08 +7.057757E-09
29.0 -3.155917E-07 +7.225427E-09
30.0 +9.090682E-09 +6.890083E-09
31.0 +9.635379E-09 +7.225432E-09
32.0 +1.072478E-08 +6.638567E-09
33.0 +1.416057E-08 +7.225413E-09
34.0 +1.097617E-08 +5.674434E-09
35.0 +1.311307E-08 +6.596649E-09
36.0 +1.365778E-08 +7.560770E-09
37.0 +1.428627E-08 +6.554726E-09
38.0 +1.742876E-08 +6.848155E-09
39.0 +1.985895E-08 +7.393093E-09
40.0 +2.170255E-08 +7.225426E-09
41.0 +2.698194E-08 +6.806243E-09
42.0 +3.247083E-08 +7.686531E-09
43.0 +3.984467E-08 +7.560766E-09
44.0 -2.727282E-07 +6.890075E-09
45.0 +6.866929E-08 +6.261295E-09
46.0 +8.869568E-08 +7.351172E-09
47.0 +1.177298E-07 +7.393101E-09
48.0 +1.550175E-07 +8.063802E-09
49.0 +2.061309E-07 +7.770356E-09
50.0 +2.719918E-07 +9.908200E-09
50.0 +2.311849E-07 +8.860244E-09
49.0 +1.365413E-07 +5.045669E-09
48.0 +8.421280E-08 +5.674444E-09
47.0 +5.283250E-08 +5.716357E-09
46.0 +3.431437E-08 +5.590595E-09
45.0 +2.459364E-08 +5.171428E-09
44.0 +1.612987E-08 +5.171435E-09
43.0 +1.311307E-08 +6.638569E-09
42.0 +1.185607E-08 +3.746190E-09
41.0 +1.001248E-08 +4.668401E-09
40.0 +1.001248E-08 +5.297178E-09
39.0 +9.928677E-09 +5.087586E-09
38.0 +3.349197E-07 +4.291130E-09
37.0 +1.055717E-08 +4.668409E-09
36.0 +1.005438E-08 +4.794160E-09
35.0 +1.059907E-08 +4.291142E-09
34.0 +9.216388E-09 +5.171422E-09
33.0 +9.761061E-09 +6.596651E-09
32.0 +1.055718E-08 +4.416886E-09
31.0 +1.059908E-08 +8.482978E-09
30.0 +9.132586E-09 +5.339101E-09
29.0 +1.001248E-08 +4.123453E-09
28.0 +1.022198E-08 +3.830030E-09
