#-------------- Creating on pcbutt163 @ 2019-02-05 05:56:58.972335
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 05:56:58.972561
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.294548E-08 +3.327006E-09
1.0 +1.160466E-08 +4.836074E-09
2.0 +1.110188E-08 +5.087577E-09
3.0 +1.064098E-08 +5.925953E-09
4.0 +9.425886E-09 +5.632528E-09
5.0 +9.425877E-09 +5.925951E-09
6.0 +9.216384E-09 +6.177460E-09
7.0 +1.043147E-08 +5.506767E-09
8.0 +1.043148E-08 +5.884036E-09
9.0 +1.030578E-08 +6.135545E-09
10.0 +9.677276E-09 +6.428984E-09
11.0 +9.593482E-09 +5.967880E-09
12.0 +1.080858E-08 +6.722409E-09
13.0 +1.026388E-08 +6.051712E-09
14.0 +1.009627E-08 +6.680487E-09
15.0 +9.677274E-09 +6.387057E-09
16.0 +9.970579E-09 +7.183504E-09
17.0 +1.018009E-08 +7.602682E-09
18.0 +1.152087E-08 +6.890073E-09
19.0 -3.131617E-07 +6.890075E-09
20.0 +8.923100E-09 +5.842121E-09
21.0 +9.048762E-09 +6.219381E-09
22.0 +9.928678E-09 +5.758277E-09
23.0 +9.886774E-09 +6.387065E-09
24.0 +9.886779E-09 +5.632519E-09
25.0 +8.797405E-09 +5.800193E-09
26.0 +8.797370E-09 +5.758277E-09
27.0 +1.118568E-08 +7.938032E-09
28.0 +8.713577E-09 +7.015823E-09
29.0 +8.839292E-09 +6.470896E-09
30.0 +1.018008E-08 +5.758277E-09
31.0 +1.026387E-08 +7.183513E-09
32.0 -3.158430E-07 +6.931996E-09
33.0 +1.214936E-08 +7.099663E-09
