#-------------- Creating on pcbutt163 @ 2019-02-05 03:55:26.467361
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 03:55:26.467848
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.416057E-08 +3.536604E-09
1.0 +1.122758E-08 +5.674440E-09
2.0 +1.085048E-08 +5.925945E-09
3.0 +1.097618E-08 +6.261310E-09
4.0 +1.089238E-08 +5.464853E-09
5.0 +1.214936E-08 +5.842111E-09
6.0 +9.258267E-09 +5.632527E-09
7.0 +9.551597E-09 +6.554734E-09
8.0 +1.026388E-08 +6.135533E-09
9.0 +1.059907E-08 +6.177464E-09
10.0 +9.509669E-09 +6.973905E-09
11.0 +1.059908E-08 +6.764336E-09
12.0 +9.342072E-09 +5.129487E-09
13.0 +1.047336E-08 +7.393107E-09
14.0 +9.635379E-09 +6.848163E-09
15.0 +9.928668E-09 +6.848163E-09
16.0 +1.105998E-08 +8.105706E-09
17.0 +1.055717E-08 +6.680483E-09
18.0 +1.147898E-08 +6.554726E-09
19.0 +9.677292E-09 +6.512813E-09
20.0 +9.635373E-09 +6.428960E-09
21.0 +8.755480E-09 +6.093620E-09
22.0 +9.342068E-09 +6.764327E-09
23.0 +8.755482E-09 +6.177468E-09
24.0 +1.022198E-08 +9.153663E-09
25.0 +9.342081E-09 +6.596651E-09
26.0 +1.001247E-08 +6.722402E-09
27.0 +9.970568E-09 +7.812269E-09
28.0 +9.928673E-09 +6.931987E-09
29.0 +1.055718E-08 +6.428969E-09
30.0 +9.593476E-09 +6.764322E-09
31.0 +1.093428E-08 +7.686540E-09
32.0 +9.761074E-09 +7.351178E-09
33.0 +1.156277E-08 +7.728448E-09
34.0 +9.928671E-09 +6.890077E-09
35.0 +1.085048E-08 +7.938038E-09
36.0 +1.508238E-08 +7.351178E-09
37.0 +1.487286E-08 +7.393099E-09
38.0 -3.093068E-07 +7.183505E-09
39.0 +1.818295E-08 +6.051705E-09
40.0 +2.279195E-08 +6.931996E-09
41.0 +2.815514E-08 +9.530940E-09
42.0 +3.561315E-08 +7.435022E-09
43.0 +4.558446E-08 +9.363260E-09
44.0 +6.003867E-08 +7.812281E-09
45.0 +7.591736E-08 +7.393099E-09
46.0 +1.026052E-07 +7.015836E-09
47.0 +1.383846E-07 +7.309263E-09
48.0 +1.843448E-07 +7.393104E-09
49.0 +2.541021E-07 +8.441059E-09
50.0 +3.463158E-07 +8.734490E-09
50.0 +2.961241E-07 +6.973902E-09
49.0 +1.688014E-07 +5.674434E-09
48.0 +1.024796E-07 +3.662357E-09
47.0 +6.100228E-08 +4.458809E-09
46.0 +3.733090E-08 +5.297174E-09
45.0 +2.618584E-08 +5.171424E-09
44.0 +1.826676E-08 +5.297182E-09
43.0 +1.432817E-08 +5.674448E-09
42.0 +1.164659E-08 +4.836069E-09
41.0 +1.051528E-08 +5.548689E-09
40.0 +1.055718E-08 +5.171430E-09
39.0 +1.089238E-08 +5.422931E-09
38.0 +1.076668E-08 +4.752237E-09
37.0 +9.719164E-09 +5.045666E-09
36.0 +9.216368E-09 +5.171423E-09
35.0 +1.047337E-08 +4.752237E-09
34.0 +1.080856E-08 +4.542636E-09
33.0 +1.101807E-08 +3.746186E-09
32.0 +1.034768E-08 +4.542645E-09
31.0 +9.802966E-09 +4.584553E-09
30.0 +1.068288E-08 +5.003739E-09
29.0 +1.005436E-08 +4.836081E-09
28.0 +1.059907E-08 +4.584559E-09
27.0 +1.009628E-08 +4.668407E-09
26.0 +1.089238E-08 +5.171421E-09
25.0 +1.164657E-08 +4.961836E-09
24.0 +1.189797E-08 +4.374971E-09
23.0 +1.026388E-08 +4.668395E-09
22.0 +1.126947E-08 +4.961819E-09
21.0 +1.135327E-08 +5.045674E-09
20.0 +1.047338E-08 +4.626482E-09
19.0 +1.009627E-08 +4.333057E-09
18.0 +1.093428E-08 +5.171423E-09
17.0 +9.970593E-09 +4.710320E-09
16.0 +1.093426E-08 +4.668397E-09
15.0 +1.022197E-08 +8.860246E-09
14.0 +9.635379E-09 +4.878001E-09
13.0 +1.018008E-08 +5.213347E-09
12.0 +1.189797E-08 +4.207306E-09
11.0 +9.509666E-09 +4.249221E-09
10.0 +9.928677E-09 +4.626486E-09
9.0 +1.064098E-08 +3.746186E-09
8.0 +1.013818E-08 +3.913866E-09
7.0 +1.080856E-08 +4.207299E-09
6.0 +1.051527E-08 +4.458806E-09
5.0 +1.126947E-08 +4.123467E-09
4.0 +9.844868E-09 +4.500732E-09
3.0 +9.844866E-09 +4.878001E-09
2.0 +1.143707E-08 +3.913873E-09
1.0 +1.135328E-08 +4.500713E-09
0.0 +9.090689E-09 +5.087580E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb38c75cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb38b980c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 03:55:42.236725 created by:/home/mar345/ele/ele/bin/K2400.pyc
