#-------------- Creating on pcbutt163 @ 2019-02-05 01:53:52.486279
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 01:53:52.486526
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
16.0 +1.064096E-08 +4.542650E-09
15.0 +9.844850E-09 +5.674437E-09
14.0 +1.013819E-08 +4.123445E-09
13.0 +1.089238E-08 +4.458810E-09
12.0 +9.383974E-09 +4.752233E-09
11.0 +8.504074E-09 +4.374973E-09
10.0 +1.001246E-08 +4.458808E-09
9.0 +1.055717E-08 +4.836068E-09
8.0 +1.001248E-08 +4.081538E-09
7.0 +1.110187E-08 +4.542647E-09
6.0 +1.110188E-08 +4.626471E-09
5.0 +1.101806E-08 +4.039630E-09
4.0 +1.043148E-08 +4.794160E-09
3.0 +1.076667E-08 +4.081550E-09
2.0 +1.085047E-08 +3.871947E-09
1.0 +1.131136E-08 +4.584556E-09
0.0 +9.928666E-09 +4.039632E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39565cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb394880c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 01:54:08.254838 created by:/home/mar345/ele/ele/bin/K2400.pyc
