#-------------- Creating on pcbutt163 @ 2019-02-05 02:36:10.052470
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 02:36:10.052705
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.382537E-08 +3.830029E-09
1.0 +1.160466E-08 +5.758269E-09
2.0 +1.072477E-08 +5.422931E-09
3.0 +1.026386E-08 +5.884037E-09
4.0 +1.093427E-08 +5.381009E-09
5.0 +9.844868E-09 +6.261303E-09
6.0 +1.001247E-08 +6.051695E-09
7.0 +9.132568E-09 +6.470896E-09
8.0 +1.013817E-08 +5.506753E-09
9.0 +1.051527E-08 +6.219374E-09
10.0 +1.005437E-08 +6.806237E-09
11.0 +1.064097E-08 +6.428977E-09
12.0 +9.425861E-09 +6.219381E-09
13.0 +1.018006E-08 +6.638566E-09
14.0 +9.844872E-09 +6.303222E-09
15.0 +1.068286E-08 +6.303212E-09
16.0 +1.009625E-08 +7.015820E-09
17.0 +1.018008E-08 +6.806230E-09
18.0 +9.048767E-09 +7.099661E-09
19.0 +9.761061E-09 +6.973913E-09
20.0 +1.043146E-08 +7.225413E-09
21.0 +1.047336E-08 +6.219368E-09
22.0 +1.064096E-08 +6.428976E-09
23.0 +1.064096E-08 +7.393091E-09
24.0 +8.923069E-09 +9.950124E-09
25.0 +1.013817E-08 +7.225423E-09
26.0 +9.174482E-09 +6.009793E-09
27.0 +1.030578E-08 +7.518857E-09
28.0 +9.216377E-09 +8.147627E-09
29.0 +1.152087E-08 +7.351177E-09
30.0 +9.258287E-09 +7.812276E-09
31.0 +8.797366E-09 +7.015828E-09
32.0 +9.593464E-09 +7.183496E-09
33.0 +1.168848E-08 +8.021859E-09
34.0 +1.139517E-08 +1.015971E-08
35.0 +1.202368E-08 +6.345130E-09
36.0 +1.332256E-08 +7.644618E-09
37.0 +1.499857E-08 +7.141586E-09
38.0 +1.709356E-08 +6.428969E-09
39.0 +2.082266E-08 +7.015831E-09
40.0 +2.580874E-08 +8.105708E-09
41.0 +3.171663E-08 +6.638561E-09
42.0 +3.997037E-08 +7.015828E-09
43.0 +5.174322E-08 +6.890060E-09
44.0 +6.510810E-08 +8.231455E-09
45.0 +8.936604E-08 +6.848158E-09
46.0 +1.247265E-07 +7.183501E-09
47.0 +1.648631E-07 +1.066273E-08
48.0 +2.228474E-07 +7.896111E-09
49.0 +2.929818E-07 +7.183493E-09
50.0 +4.135178E-07 +9.321338E-09
50.0 +3.573345E-07 +6.973922E-09
49.0 +2.004329E-07 +4.752235E-09
48.0 +1.190706E-07 +5.297168E-09
47.0 +7.051275E-08 +5.297178E-09
46.0 +4.462085E-08 +4.207294E-09
45.0 +2.916074E-08 +4.542645E-09
44.0 +1.939806E-08 +4.165366E-09
43.0 +1.403486E-08 +5.087579E-09
42.0 +1.705166E-08 +4.919907E-09
41.0 +1.189797E-08 +5.297166E-09
40.0 +1.055716E-08 +5.045665E-09
39.0 +1.005438E-08 +4.500722E-09
38.0 +1.118568E-08 +5.297174E-09
37.0 +1.068287E-08 +5.548681E-09
36.0 +8.839272E-09 +4.374956E-09
35.0 +8.797377E-09 +5.003744E-09
34.0 +1.059908E-08 +5.381013E-09
33.0 +1.030578E-08 +5.171423E-09
32.0 +9.970574E-09 +5.674437E-09
31.0 +1.139517E-08 +4.333051E-09
30.0 +9.425868E-09 +5.548671E-09
29.0 +9.593474E-09 +5.422930E-09
28.0 +9.551579E-09 +4.836075E-09
27.0 +1.101808E-08 +5.716361E-09
26.0 +1.043148E-08 +4.794150E-09
25.0 +1.089236E-08 +4.710325E-09
24.0 +9.761068E-09 +5.045654E-09
23.0 +9.593471E-09 +7.602678E-09
22.0 +1.101807E-08 +4.207291E-09
21.0 -2.727846E-08 +4.333042E-09
20.0 +1.051527E-08 +4.374962E-09
19.0 +9.928673E-09 +4.333050E-09
18.0 +1.034767E-08 +7.141586E-09
17.0 +1.068288E-08 +4.584566E-09
