#-------------- Creating on pcbutt163 @ 2019-02-04 23:25:54.617887
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-04 23:25:54.618113
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.386727E-08 +3.620432E-09
1.0 +1.214937E-08 +5.129487E-09
2.0 +1.152088E-08 +6.177463E-09
3.0 +1.072479E-08 +6.177454E-09
4.0 +1.022198E-08 +6.512819E-09
5.0 +9.635373E-09 +6.345134E-09
6.0 +1.080858E-08 +5.800182E-09
7.0 +9.551597E-09 +7.225418E-09
8.0 +9.970574E-09 +6.973908E-09
9.0 +1.093429E-08 +6.512819E-09
10.0 +1.122759E-08 +6.428969E-09
11.0 +1.030578E-08 +6.428976E-09
12.0 +1.097616E-08 +8.021873E-09
13.0 +9.886756E-09 +6.428976E-09
14.0 +9.761081E-09 +6.722408E-09
15.0 +1.013818E-08 +7.099668E-09
16.0 +1.064099E-08 +7.225420E-09
17.0 +9.342072E-09 +6.848145E-09
18.0 +1.126947E-08 +6.890075E-09
19.0 +9.174485E-09 +6.596646E-09
20.0 +1.055718E-08 +6.931993E-09
21.0 +1.009627E-08 +6.764311E-09
22.0 +9.509678E-09 +6.554721E-09
23.0 +1.038957E-08 +7.854196E-09
24.0 +9.425882E-09 +6.680487E-09
25.0 +1.126948E-08 +7.225420E-09
26.0 +1.018009E-08 +6.848164E-09
27.0 +1.051527E-08 +8.315295E-09
28.0 +9.677292E-09 +6.512799E-09
29.0 +1.147897E-08 +7.057748E-09
30.0 +9.970570E-09 +8.063779E-09
31.0 +1.101807E-08 +7.979947E-09
32.0 +1.181418E-08 +7.225427E-09
33.0 +1.336448E-08 +8.441043E-09
34.0 +4.612912E-08 +7.476928E-09
35.0 +1.633937E-08 +6.177451E-09
36.0 +1.788965E-08 +8.147627E-09
37.0 +2.132546E-08 +7.225426E-09
38.0 +2.794564E-08 +7.141569E-09
39.0 +3.557125E-08 +6.890075E-09
40.0 +4.470463E-08 +7.393097E-09
41.0 +5.869801E-08 +7.015828E-09
42.0 +7.520509E-08 +7.938032E-09
43.0 +9.699114E-08 +7.938036E-09
44.0 +1.362479E-07 +8.147619E-09
45.0 +1.865233E-07 +8.021873E-09
46.0 +2.445916E-07 +8.818313E-09
47.0 +3.352550E-07 +9.405170E-09
48.0 +4.565029E-07 +1.116575E-08
49.0 +6.128593E-07 +1.481265E-08
50.0 +8.475624E-07 +1.850145E-08
50.0 +7.558518E-07 +1.183643E-08
49.0 +4.652172E-07 +4.752237E-09
48.0 +2.924790E-07 +4.668395E-09
47.0 +1.866911E-07 +4.123459E-09
46.0 +1.181906E-07 +3.913863E-09
45.0 +7.633628E-08 +6.303214E-09
44.0 +4.943892E-08 +1.524521E-09
43.0 +3.305743E-08 +4.374969E-09
42.0 +2.187015E-08 +1.398764E-09
41.0 +1.621367E-08 +1.021491E-09
40.0 +1.361587E-08 +2.907816E-09
39.0 +1.223318E-08 +3.788107E-09
38.0 +1.043147E-08 +5.464852E-09
37.0 +1.072477E-08 +6.680480E-09
36.0 +1.160467E-08 +7.435013E-09
35.0 +1.173038E-08 +5.045666E-09
34.0 +1.022198E-08 +4.794151E-09
33.0 +1.085048E-08 +5.758277E-09
32.0 +1.051527E-08 +4.836072E-09
31.0 +9.886771E-09 +5.255248E-09
30.0 +1.139519E-08 +5.255254E-09
29.0 +1.118567E-08 +5.087584E-09
28.0 +1.131137E-08 +4.710309E-09
27.0 +1.135326E-08 +5.003749E-09
26.0 +1.089237E-08 +4.249197E-09
25.0 +1.068288E-08 +4.458809E-09
24.0 +1.034768E-08 +5.255259E-09
23.0 +1.118569E-08 +4.165377E-09
22.0 +1.034768E-08 +5.716352E-09
21.0 +1.105997E-08 +6.638555E-09
20.0 +1.089239E-08 +7.979951E-09
19.0 +1.072477E-08 +4.416894E-09
18.0 +1.026388E-08 +5.087586E-09
17.0 +1.034768E-08 +4.500723E-09
16.0 +1.085048E-08 +4.919904E-09
15.0 +1.105999E-08 +4.458813E-09
14.0 +1.030577E-08 +4.752232E-09
13.0 +1.114379E-08 +4.500733E-09
12.0 +1.051528E-08 +5.464847E-09
11.0 +1.114377E-08 +4.961827E-09
10.0 +1.139517E-08 +4.374962E-09
9.0 +1.055719E-08 +5.171427E-09
8.0 +9.886776E-09 +5.045666E-09
7.0 +1.076668E-08 +5.171423E-09
6.0 +1.030577E-08 +4.081540E-09
5.0 +1.105998E-08 +3.536595E-09
4.0 +1.143708E-08 +4.123467E-09
3.0 +1.093426E-08 +4.794157E-09
2.0 +1.093427E-08 +4.207289E-09
1.0 +1.185607E-08 +3.368925E-09
0.0 +1.122757E-08 +3.368919E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39325cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb392480c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-04 23:26:10.387144 created by:/home/mar345/ele/ele/bin/K2400.pyc
