#-------------- Creating on pcbutt163 @ 2019-02-05 04:48:16.429647
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 04:48:16.429899
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
26.0 +1.072478E-08 +4.626480E-09
25.0 +9.425865E-09 +5.297177E-09
24.0 +1.089239E-08 +5.003745E-09
23.0 +1.034767E-08 +4.374971E-09
22.0 +1.030578E-08 +4.249218E-09
21.0 +1.097617E-08 +4.584562E-09
20.0 +1.005438E-08 +8.566815E-09
19.0 +9.886769E-09 +4.333041E-09
18.0 +1.085048E-08 +4.081547E-09
17.0 +1.001248E-08 +5.213343E-09
16.0 +9.300171E-09 +4.458806E-09
15.0 +9.970568E-09 +4.207291E-09
14.0 +9.928668E-09 +4.710325E-09
13.0 +9.802953E-09 +4.584559E-09
12.0 +1.005437E-08 +4.207299E-09
11.0 +1.147897E-08 +3.452759E-09
10.0 +1.018006E-08 +4.374968E-09
9.0 +1.093427E-08 +4.039624E-09
8.0 +1.034768E-08 +4.458808E-09
7.0 +1.118565E-08 +4.458808E-09
6.0 +1.085046E-08 +4.333049E-09
5.0 +1.093426E-08 +4.374974E-09
4.0 +1.018006E-08 +4.626483E-09
3.0 +1.089238E-08 +4.165380E-09
2.0 +9.844868E-09 +3.746192E-09
1.0 +1.030577E-08 +3.788108E-09
0.0 +9.342084E-09 +3.955788E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39435cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb393580c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 04:48:32.180353 created by:/home/mar345/ele/ele/bin/K2400.pyc
