#-------------- Creating on pcbutt163 @ 2019-02-05 00:45:11.797499
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 00:45:11.797757
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
34.0 +1.143707E-08 +6.009778E-09
35.0 +1.378346E-08 +7.057742E-09
36.0 +1.566895E-08 +6.387046E-09
37.0 +1.700976E-08 +6.973916E-09
38.0 +2.027795E-08 +7.518846E-09
39.0 +2.916074E-08 +7.644599E-09
40.0 +3.041773E-08 +6.554725E-09
41.0 +3.925813E-08 +6.764320E-09
42.0 +5.392182E-08 +7.435006E-09
43.0 +9.552482E-08 +6.931995E-09
44.0 -2.365685E-07 +6.890066E-09
45.0 +1.246846E-07 +7.476935E-09
46.0 +1.723206E-07 +7.644613E-09
47.0 +2.311011E-07 +8.357215E-09
48.0 +3.212620E-07 +7.770356E-09
49.0 +4.309880E-07 +9.782442E-09
50.0 +5.966040E-07 +1.254905E-08
50.0 +5.441922E-07 +9.027913E-09
49.0 +3.249488E-07 +5.632518E-09
48.0 +2.095244E-07 +4.877987E-09
47.0 +1.240981E-07 +3.536599E-09
46.0 +7.843111E-08 +8.399139E-09
45.0 +5.036064E-08 +4.416886E-09
44.0 +3.481712E-08 +2.991658E-09
43.0 +2.430034E-08 +3.830035E-09
42.0 +1.751254E-08 +4.836068E-09
41.0 +1.478906E-08 +4.333051E-09
40.0 +1.210747E-08 +5.339087E-09
39.0 +1.152087E-08 +5.758277E-09
38.0 +1.076667E-08 +4.836068E-09
37.0 +1.009628E-08 +5.884030E-09
36.0 +1.319687E-08 +5.590601E-09
35.0 +9.928666E-09 +5.213327E-09
34.0 +1.022197E-08 +4.752236E-09
33.0 +1.051526E-08 +5.087586E-09
32.0 +1.005438E-08 +4.333048E-09
31.0 +1.076666E-08 +4.123465E-09
30.0 +1.013818E-08 +5.422931E-09
29.0 +1.043146E-08 +4.710315E-09
28.0 +1.059907E-08 +5.548680E-09
27.0 +9.551576E-09 +5.800203E-09
26.0 +1.139516E-08 +5.506774E-09
25.0 +9.593457E-09 +5.422932E-09
24.0 +9.928668E-09 +3.997696E-09
23.0 +3.332024E-07 +5.255258E-09
22.0 +1.013818E-08 +5.674436E-09
21.0 +1.068286E-08 +5.422941E-09
20.0 +1.043147E-08 +5.506758E-09
19.0 +1.043149E-08 +6.806235E-09
18.0 +1.018007E-08 +4.836071E-09
17.0 +1.038958E-08 +6.051709E-09
16.0 +1.072475E-08 +4.374974E-09
15.0 +9.006872E-09 +4.710315E-09
14.0 +1.043147E-08 +5.381010E-09
13.0 +1.051528E-08 +4.081541E-09
12.0 +1.164655E-08 +3.578508E-09
11.0 +1.105997E-08 +5.003750E-09
10.0 +1.009628E-08 +7.099676E-09
9.0 +1.038955E-08 +4.710313E-09
8.0 +1.076668E-08 +4.752232E-09
7.0 +1.009627E-08 +4.416886E-09
6.0 +9.216361E-09 +4.584557E-09
5.0 +1.030578E-08 +4.291133E-09
4.0 +1.072477E-08 +4.039618E-09
3.0 +1.009627E-08 +4.123446E-09
2.0 +1.110187E-08 +4.542633E-09
1.0 +1.189797E-08 +4.207285E-09
0.0 +1.072476E-08 +4.333042E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb390e5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb390080c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 00:45:27.547237 created by:/home/mar345/ele/ele/bin/K2400.pyc
