#-------------- Creating on pcbutt163 @ 2019-02-04 22:59:28.335675
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-04 22:59:28.335891
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.369966E-08 +4.374962E-09
1.0 +1.219127E-08 +5.758260E-09
2.0 +1.085047E-08 +6.093619E-09
3.0 +1.131137E-08 +6.554719E-09
4.0 +1.072476E-08 +6.093615E-09
5.0 +1.047338E-08 +6.973919E-09
6.0 +1.001248E-08 +6.177462E-09
7.0 +9.677287E-09 +6.764328E-09
8.0 +1.047338E-08 +6.722402E-09
9.0 +9.509677E-09 +6.219393E-09
10.0 +1.051527E-08 +7.225422E-09
11.0 +1.013817E-08 +6.303222E-09
12.0 +9.928673E-09 +7.099676E-09
13.0 +9.635379E-09 +7.183507E-09
14.0 +1.030576E-08 +6.890075E-09
15.0 +1.005438E-08 +6.303205E-09
16.0 +1.009628E-08 +7.141583E-09
17.0 +1.043148E-08 +7.351192E-09
18.0 +1.043145E-08 +6.638563E-09
19.0 -3.138738E-07 +6.806235E-09
20.0 +8.713583E-09 +6.806236E-09
21.0 +1.018007E-08 +7.770361E-09
22.0 +1.047337E-08 +6.931992E-09
23.0 +9.425872E-09 +7.644599E-09
24.0 +1.030578E-08 +7.686525E-09
25.0 +9.802974E-09 +8.315306E-09
26.0 +1.047338E-08 +7.351173E-09
27.0 +9.844866E-09 +7.057755E-09
28.0 +1.110187E-08 +6.051712E-09
29.0 +1.064096E-08 +7.476926E-09
30.0 +1.131137E-08 +1.032737E-08
31.0 +1.189798E-08 +6.764313E-09
32.0 +1.353207E-08 +7.979942E-09
33.0 +1.445386E-08 +8.776404E-09
34.0 +1.541758E-08 +6.680471E-09
35.0 +1.960756E-08 +6.554733E-09
36.0 +2.191205E-08 +7.770358E-09
37.0 +2.802944E-08 +7.728437E-09
38.0 +3.418868E-08 +6.680480E-09
39.0 +4.395050E-08 +6.848163E-09
40.0 +5.124045E-08 +6.554727E-09
41.0 +6.670017E-08 +8.105706E-09
42.0 +8.806729E-08 +6.931992E-09
43.0 +1.186935E-07 +7.099658E-09
44.0 +1.567353E-07 +8.315300E-09
45.0 +2.131695E-07 +7.770375E-09
46.0 +2.823403E-07 +8.776395E-09
47.0 +6.213348E-08 +1.028546E-08
48.0 +1.788983E-07 +1.271673E-08
49.0 +7.172239E-07 +1.535760E-08
50.0 +9.675950E-07 +2.122617E-08
50.0 +8.946126E-07 +1.208795E-08
49.0 +5.565093E-07 +3.494677E-09
48.0 +3.608122E-07 +3.075499E-09
47.0 +2.379301E-07 +2.614391E-09
46.0 +1.522103E-07 +2.320969E-09
45.0 +1.008037E-07 +1.440678E-09
44.0 +6.628123E-08 +7.699912E-10
43.0 +4.558446E-08 +8.538201E-10
42.0 +3.104623E-08 +5.184759E-10
41.0 +2.325285E-08 +4.165380E-09
40.0 +1.671646E-08 +2.865908E-09
39.0 +1.487287E-08 +4.081533E-09
38.0 +1.156276E-08 +5.381008E-09
37.0 +1.139517E-08 +4.081542E-09
36.0 +1.038958E-08 +4.584562E-09
35.0 +1.072476E-08 +4.919904E-09
34.0 +1.022198E-08 +4.961821E-09
33.0 +1.076667E-08 +4.919915E-09
32.0 +9.719177E-09 +4.291133E-09
31.0 +1.022197E-08 +4.961827E-09
30.0 +1.126948E-08 +4.961825E-09
29.0 +1.143708E-08 +5.716357E-09
28.0 +1.059908E-08 +4.416894E-09
27.0 +9.802974E-09 +4.458801E-09
26.0 +9.970568E-09 +5.129504E-09
25.0 +1.097618E-08 +5.339089E-09
24.0 +1.131136E-08 +4.333045E-09
23.0 +1.038958E-08 +4.794147E-09
22.0 +1.059907E-08 +4.542633E-09
21.0 +1.143707E-08 +4.752237E-09
20.0 +9.970575E-09 +5.297177E-09
19.0 +1.114378E-08 +4.626473E-09
18.0 +1.018008E-08 +4.542636E-09
17.0 +1.009628E-08 +4.249215E-09
16.0 +1.076667E-08 +4.249203E-09
15.0 +1.085047E-08 +7.770360E-09
14.0 +3.336631E-07 +3.830013E-09
13.0 +9.970574E-09 +5.171425E-09
12.0 +1.147897E-08 +4.877990E-09
11.0 +1.122758E-08 +4.877983E-09
10.0 +1.093427E-08 +5.129499E-09
9.0 +1.018008E-08 +4.542652E-09
8.0 +1.051526E-08 +4.542636E-09
7.0 +1.051526E-08 +4.374969E-09
6.0 +1.059909E-08 +4.919912E-09
5.0 +1.085047E-08 +4.165379E-09
4.0 +1.076667E-08 +4.333057E-09
3.0 +1.131136E-08 +4.626488E-09
2.0 +1.034768E-08 +4.836069E-09
1.0 +1.143706E-08 +3.997704E-09
0.0 +1.122757E-08 +4.542639E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb38d85cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
