#-------------- Creating on pcbutt163 @ 2019-02-05 03:07:51.919352
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 03:07:51.919571
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.357396E-08 +3.704271E-09
1.0 +1.055718E-08 +5.422925E-09
2.0 +1.189795E-08 +5.548678E-09
3.0 +1.139517E-08 +6.680492E-09
4.0 +1.013817E-08 +6.135553E-09
5.0 +9.342072E-09 +6.219375E-09
6.0 +1.026388E-08 +6.345143E-09
7.0 +1.005437E-08 +7.015837E-09
8.0 +1.009628E-08 +6.345137E-09
9.0 +1.043147E-08 +6.680492E-09
10.0 +1.030577E-08 +6.680487E-09
11.0 +1.059908E-08 +7.015839E-09
12.0 +1.068286E-08 +5.674436E-09
13.0 +1.030578E-08 +6.261292E-09
14.0 +9.970556E-09 +7.141590E-09
15.0 +1.076667E-08 +6.722393E-09
16.0 +9.258269E-09 +7.141583E-09
17.0 +1.068288E-08 +6.428969E-09
18.0 +1.009628E-08 +7.393104E-09
19.0 +1.080857E-08 +6.387065E-09
20.0 +1.026387E-08 +6.722389E-09
21.0 +1.168847E-08 +6.387057E-09
22.0 +1.080858E-08 +6.470893E-09
23.0 +1.072477E-08 +6.093619E-09
24.0 +1.055718E-08 +7.393099E-09
25.0 +9.509671E-09 +6.931993E-09
26.0 +9.928677E-09 +6.680487E-09
27.0 +9.216377E-09 +6.470890E-09
28.0 +9.928655E-09 +1.078848E-08
29.0 +9.928684E-09 +7.309267E-09
30.0 +1.018007E-08 +7.644616E-09
31.0 +1.110187E-08 +6.596648E-09
32.0 +9.216373E-09 +6.973919E-09
33.0 +1.173037E-08 +6.973899E-09
34.0 +1.256837E-08 +7.351170E-09
35.0 +1.227506E-08 +8.944069E-09
36.0 +1.328065E-08 +7.435016E-09
37.0 +1.642316E-08 +7.770367E-09
38.0 +1.868575E-08 +8.105710E-09
39.0 +2.191206E-08 +6.470898E-09
40.0 +2.752664E-08 +7.267348E-09
41.0 +3.569695E-08 +7.560763E-09
42.0 +4.512360E-08 +7.267342E-09
43.0 +6.267813E-08 +7.183504E-09
44.0 +8.081923E-08 +7.225426E-09
45.0 +1.083869E-07 +7.309255E-09
46.0 +1.479370E-07 +6.638560E-09
47.0 +2.050834E-07 +8.860249E-09
48.0 +2.629003E-07 +8.063793E-09
49.0 +3.624457E-07 +8.524893E-09
