#-------------- Creating on pcbutt163 @ 2019-02-05 04:37:42.421326
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 04:37:42.421520
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
37.0 +1.323877E-08 +6.428972E-09
38.0 +1.684215E-08 +1.028546E-08
39.0 +1.822485E-08 +7.602684E-09
40.0 +2.228915E-08 +7.476922E-09
41.0 +2.798754E-08 +7.099663E-09
42.0 +3.536178E-08 +7.309255E-09
43.0 +4.692514E-08 +6.093622E-09
44.0 +5.949401E-08 +6.848152E-09
45.0 +7.759319E-08 +6.303205E-09
46.0 +9.921165E-08 +7.476928E-09
47.0 +1.401862E-07 +6.596641E-09
48.0 +1.799876E-07 +8.650650E-09
49.0 +2.391871E-07 +7.686526E-09
50.0 +3.316521E-07 +8.189538E-09
50.0 +2.866556E-07 +7.728441E-09
49.0 +1.590814E-07 +5.632527E-09
48.0 +8.949172E-08 +5.842111E-09
47.0 +3.793719E-07 +5.297169E-09
46.0 +3.565505E-08 +5.381004E-09
45.0 +2.371375E-08 +5.003750E-09
44.0 +1.734496E-08 +5.213336E-09
43.0 +1.336447E-08 +4.584559E-09
42.0 +1.261027E-08 +4.919907E-09
41.0 +1.105997E-08 +5.674428E-09
40.0 +1.122757E-08 +5.297162E-09
39.0 +1.457957E-08 +4.584559E-09
38.0 +9.342077E-09 +3.997694E-09
37.0 +8.839299E-09 +4.458800E-09
36.0 +1.093428E-08 +5.464834E-09
35.0 +1.059906E-08 +4.374969E-09
34.0 +1.164656E-08 +3.201239E-09
33.0 +1.005438E-08 +4.626473E-09
32.0 +1.026387E-08 +4.626471E-09
31.0 +9.844868E-09 +4.584553E-09
30.0 +1.022197E-08 +4.584554E-09
29.0 +3.350457E-07 +5.087581E-09
28.0 +1.068287E-08 +5.590604E-09
27.0 +1.034768E-08 +5.087577E-09
26.0 +1.038956E-08 +4.668393E-09
25.0 +1.034767E-08 +4.836072E-09
24.0 +1.068287E-08 +4.039624E-09
23.0 +1.030578E-08 +4.668403E-09
22.0 +1.038957E-08 +6.009799E-09
21.0 +1.005437E-08 +4.752236E-09
20.0 +1.059909E-08 +4.584554E-09
19.0 +1.076668E-08 +5.632516E-09
18.0 +1.093428E-08 +4.333045E-09
17.0 +1.026388E-08 +4.333035E-09
16.0 +1.059905E-08 +4.123442E-09
15.0 +1.089237E-08 +4.752236E-09
14.0 +1.013817E-08 +4.626477E-09
13.0 +1.126947E-08 +4.710321E-09
12.0 +9.174494E-09 +4.710315E-09
11.0 +1.018007E-08 +4.291138E-09
10.0 +3.314426E-07 +4.877995E-09
9.0 +1.093427E-08 +4.165365E-09
8.0 +1.097617E-08 +4.165374E-09
7.0 +1.122756E-08 +3.620431E-09
6.0 +1.080858E-08 +4.794146E-09
5.0 +1.152087E-08 +4.626489E-09
4.0 +1.068287E-08 +4.710324E-09
3.0 +1.018007E-08 +4.081536E-09
2.0 +1.022197E-08 +4.039615E-09
1.0 +1.022197E-08 +4.458800E-09
0.0 +1.143706E-08 +3.075496E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb397e5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb397080c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 04:37:58.175122 created by:/home/mar345/ele/ele/bin/K2400.pyc
