#-------------- Creating on pcbutt163 @ 2019-02-05 02:46:44.003744
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 02:46:44.003951
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
46.0 +6.225916E-08 +4.626473E-09
45.0 +4.286120E-08 +4.961827E-09
44.0 +2.815514E-08 +4.458809E-09
43.0 +2.128355E-08 +5.800199E-09
42.0 +1.579465E-08 +4.794156E-09
41.0 +1.705165E-08 +4.961830E-09
40.0 +1.126946E-08 +5.003740E-09
39.0 +1.089236E-08 +4.542644E-09
38.0 +3.352973E-07 +5.087586E-09
37.0 +1.030578E-08 +4.836072E-09
36.0 +1.047338E-08 +4.374966E-09
35.0 +1.110187E-08 +5.255257E-09
34.0 +9.593482E-09 +4.794148E-09
33.0 +1.030578E-08 +6.135543E-09
32.0 +9.593460E-09 +5.842109E-09
31.0 +1.101807E-08 +4.836079E-09
30.0 +1.126947E-08 +5.967872E-09
29.0 +1.076667E-08 +5.464856E-09
28.0 +9.802978E-09 +6.219381E-09
27.0 +1.105997E-08 +6.261295E-09
26.0 +9.802974E-09 +4.542645E-09
25.0 +1.034767E-08 +4.877989E-09
24.0 +1.022198E-08 +4.333035E-09
23.0 +9.886771E-09 +4.291138E-09
22.0 +1.001246E-08 +4.836072E-09
21.0 +1.339195E-09 +4.416886E-09
20.0 +1.076666E-08 +5.255266E-09
19.0 +1.051528E-08 +4.626486E-09
18.0 +1.026388E-08 +5.003740E-09
17.0 +1.110186E-08 +4.207298E-09
16.0 +1.043147E-08 +5.213344E-09
15.0 +9.509671E-09 +6.009798E-09
14.0 +1.064096E-08 +4.584565E-09
13.0 +1.173038E-08 +4.752236E-09
12.0 +9.677265E-09 +4.081541E-09
11.0 +1.022198E-08 +4.500727E-09
10.0 +1.101806E-08 +4.500723E-09
9.0 +1.064096E-08 +4.333057E-09
8.0 +1.034767E-08 +4.333057E-09
7.0 +1.051528E-08 +4.626486E-09
6.0 +1.051528E-08 +4.500728E-09
5.0 +9.886771E-09 +4.249223E-09
4.0 +1.038956E-08 +4.710318E-09
3.0 +3.328671E-07 +3.871937E-09
2.0 +1.034769E-08 +3.285079E-09
1.0 +1.038957E-08 +4.207297E-09
0.0 +1.126947E-08 +4.710312E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39315cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb392380c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 02:46:59.789618 created by:/home/mar345/ele/ele/bin/K2400.pyc
