#-------------- Creating on pcbutt163 @ 2019-02-04 21:34:54.980674
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-04 21:34:54.980905
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.319687E-08 +3.997689E-09
1.0 +1.256836E-08 +5.716349E-09
2.0 +1.097617E-08 +4.877974E-09
3.0 +1.131138E-08 +6.009763E-09
4.0 +1.064097E-08 +6.387043E-09
5.0 +1.059909E-08 +6.177451E-09
6.0 +9.928668E-09 +6.177435E-09
7.0 +1.093428E-08 +6.261284E-09
8.0 +1.085048E-08 +7.057731E-09
9.0 +9.593492E-09 +7.476928E-09
10.0 +1.085047E-08 +6.722398E-09
11.0 +1.118567E-08 +6.931984E-09
12.0 +1.105997E-08 +7.141575E-09
13.0 +1.114377E-08 +7.015815E-09
14.0 +1.022197E-08 +6.973900E-09
15.0 +9.342077E-09 +6.387043E-09
16.0 +1.085048E-08 +6.177441E-09
17.0 +1.072477E-08 +7.770349E-09
18.0 -3.134131E-07 +6.764311E-09
19.0 -3.130777E-07 +6.931973E-09
20.0 +1.055719E-08 +6.387033E-09
21.0 +1.022199E-08 +7.476919E-09
22.0 +1.030578E-08 +6.051692E-09
23.0 +1.005437E-08 +7.183496E-09
24.0 +9.509687E-09 +7.183492E-09
25.0 +1.068286E-08 +6.428952E-09
26.0 +8.797361E-09 +6.806235E-09
27.0 +1.080857E-08 +6.848137E-09
28.0 +1.420248E-08 +6.848127E-09
29.0 +1.122759E-08 +7.099652E-09
30.0 +1.219128E-08 +1.020160E-08
31.0 +1.135329E-08 +7.854188E-09
32.0 +1.453767E-08 +6.890055E-09
33.0 +1.730307E-08 +7.434987E-09
34.0 -3.075891E-07 +7.476923E-09
35.0 +2.258245E-08 +7.518841E-09
36.0 +2.790374E-08 +1.007587E-08
37.0 +3.414678E-08 +7.057737E-09
38.0 +4.453706E-08 +8.063783E-09
39.0 +5.890746E-08 +7.393067E-09
40.0 +7.809593E-08 +8.021853E-09
41.0 +1.040297E-07 +7.560756E-09
42.0 +1.367926E-07 +7.015825E-09
43.0 +1.804904E-07 +8.063774E-09
44.0 +2.485719E-07 +8.524880E-09
45.0 +3.401152E-07 +1.124958E-08
46.0 +4.608181E-07 +1.514799E-08
47.0 +6.207777E-07 +1.648937E-08
48.0 +8.700608E-07 +1.984282E-08
49.0 +1.203010E-06 +2.156150E-08
50.0 +1.694789E-06 +2.374125E-08
50.0 +1.579783E-06 +9.908177E-09
49.0 +9.874956E-07 +3.507932E-10
48.0 +6.385001E-07 +3.927134E-10
47.0 +4.043839E-07 +2.111366E-09
46.0 +2.594228E-07 +2.782058E-09
45.0 +1.578245E-07 +2.949738E-09
44.0 +1.004685E-07 +2.195204E-09
43.0 +6.506622E-08 +1.831166E-10
42.0 +4.302879E-08 +2.250444E-10
41.0 +2.761044E-08 -9.486714E-10
40.0 +2.006845E-08 +4.346368E-10
39.0 +1.474718E-08 +5.184697E-10
38.0 +1.294548E-08 +3.075498E-09
37.0 +1.210747E-08 +1.817940E-09
36.0 +1.068288E-08 +2.320958E-09
