#-------------- Creating on pcbutt163 @ 2019-02-05 06:18:06.905739
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 06:18:06.905963
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.369965E-08 +3.704276E-09
1.0 +1.131137E-08 +5.255245E-09
2.0 +1.018009E-08 +5.255254E-09
3.0 +1.051527E-08 +6.051708E-09
4.0 +9.719166E-09 +5.590618E-09
5.0 +9.342072E-09 +5.758277E-09
6.0 +1.059907E-08 +5.967874E-09
7.0 +9.886779E-09 +6.428990E-09
8.0 +9.761090E-09 +6.345143E-09
9.0 +9.048781E-09 +5.925946E-09
10.0 +9.551556E-09 +6.596659E-09
11.0 +9.216389E-09 +6.177464E-09
12.0 +9.635379E-09 +8.860230E-09
13.0 +1.038957E-08 +6.345137E-09
14.0 +9.509678E-09 +6.219384E-09
15.0 +9.719182E-09 +6.261292E-09
16.0 +9.132579E-09 +6.470887E-09
17.0 +9.635373E-09 +6.722411E-09
18.0 +9.258285E-09 +5.884025E-09
19.0 +9.677253E-09 +5.800191E-09
20.0 +9.551572E-09 +6.261303E-09
21.0 +9.886779E-09 +7.057760E-09
22.0 +8.964962E-09 +5.297180E-09
23.0 +9.970568E-09 +6.261308E-09
24.0 +1.005437E-08 +5.548681E-09
25.0 +1.076668E-08 +7.309263E-09
26.0 +1.085047E-08 +6.764316E-09
27.0 -3.152986E-07 +6.764313E-09
28.0 -3.147959E-07 +6.261296E-09
29.0 +9.216366E-09 +6.219370E-09
30.0 +1.059906E-08 +6.680480E-09
31.0 +9.970568E-09 +7.309263E-09
32.0 +1.001248E-08 +7.015837E-09
33.0 +1.147898E-08 +7.393093E-09
34.0 +1.122757E-08 +6.135537E-09
35.0 +1.131137E-08 +4.500724E-09
36.0 +1.185606E-08 +6.345136E-09
37.0 +1.244267E-08 +7.267343E-09
38.0 +1.424436E-08 +6.848155E-09
39.0 +1.826676E-08 +7.057748E-09
40.0 +2.941213E-08 +7.267337E-09
41.0 -3.010108E-07 +6.806236E-09
42.0 +2.999873E-08 +6.219383E-09
43.0 +3.724711E-08 +7.812273E-09
44.0 +4.860100E-08 +5.758275E-09
45.0 +6.540137E-08 +8.147632E-09
46.0 +8.802537E-08 +6.848149E-09
