#-------------- Creating on pcbutt163 @ 2019-02-04 23:15:20.642986
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-04 23:15:20.643244
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.357397E-08 +3.871944E-09
1.0 +1.143707E-08 +5.800175E-09
2.0 +1.126948E-08 +6.680463E-09
3.0 +1.114378E-08 +6.470890E-09
4.0 +1.038958E-08 +5.800190E-09
5.0 +1.131136E-08 +5.925946E-09
6.0 +9.761086E-09 +5.925953E-09
7.0 +1.038958E-08 +6.093620E-09
8.0 +1.018008E-08 +6.638557E-09
9.0 +9.802971E-09 +6.512815E-09
10.0 +9.844884E-09 +6.428974E-09
11.0 +9.844873E-09 +7.602678E-09
12.0 +1.059907E-08 +6.806240E-09
13.0 +1.038958E-08 +6.764316E-09
14.0 +1.043147E-08 +6.638563E-09
15.0 +9.551572E-09 +7.015836E-09
16.0 +1.093428E-08 +6.638567E-09
17.0 +9.132574E-09 +7.393087E-09
18.0 +1.093428E-08 +6.931976E-09
19.0 +9.970584E-09 +7.099666E-09
20.0 +1.290356E-08 +6.554728E-09
21.0 +1.252646E-08 +6.722391E-09
22.0 +1.009626E-08 +5.716340E-09
23.0 +9.593494E-09 +6.890073E-09
24.0 +1.064096E-08 +6.680483E-09
25.0 +1.068287E-08 +7.812273E-09
26.0 +1.005437E-08 +6.680473E-09
27.0 +1.034768E-08 +7.351169E-09
28.0 +1.076667E-08 +7.267337E-09
29.0 +1.051529E-08 +7.141581E-09
30.0 +1.005438E-08 +8.021862E-09
31.0 +1.047338E-08 +7.602673E-09
32.0 +1.529188E-08 +7.225416E-09
33.0 +1.453768E-08 +8.524882E-09
34.0 +1.298738E-08 +7.938027E-09
35.0 +1.629747E-08 +6.890077E-09
36.0 +1.830866E-08 +6.890058E-09
37.0 +2.279195E-08 +7.351167E-09
38.0 -2.975331E-07 +7.728437E-09
39.0 +3.414678E-08 +7.728437E-09
40.0 +4.219086E-08 +7.896111E-09
41.0 +5.563956E-08 +7.979942E-09
42.0 +7.264944E-08 +8.147627E-09
43.0 +9.665600E-08 +7.351166E-09
44.0 +1.312622E-07 +7.686523E-09
45.0 +1.786469E-07 +7.770354E-09
46.0 +2.407790E-07 +1.028545E-08
47.0 +3.291801E-07 +8.818317E-09
48.0 +4.544919E-07 +1.112382E-08
49.0 +6.218673E-07 +1.586060E-08
50.0 +8.583713E-07 +1.812417E-08
50.0 +7.785591E-07 +1.162684E-08
49.0 +4.699512E-07 +3.117410E-09
48.0 +3.050896E-07 +2.656312E-09
47.0 +1.909644E-07 +3.033586E-09
46.0 +1.186096E-07 +2.614390E-09
45.0 +7.792835E-08 +3.536595E-09
44.0 +4.918753E-08 +1.650261E-09
43.0 +3.381161E-08 +1.105330E-09
42.0 +2.346235E-08 +9.376588E-10
41.0 +1.805727E-08 +2.740143E-09
40.0 +1.365778E-08 +3.830024E-09
39.0 +1.210747E-08 +3.913854E-09
38.0 +1.105998E-08 +8.147621E-09
37.0 +1.147898E-08 +5.003736E-09
36.0 +1.080859E-08 +4.626472E-09
35.0 +1.038958E-08 +4.500718E-09
34.0 +1.122757E-08 +5.758271E-09
33.0 +1.097616E-08 +5.506769E-09
32.0 +1.018008E-08 +5.381006E-09
31.0 +1.122758E-08 +5.506774E-09
30.0 +1.047338E-08 +3.830013E-09
29.0 +1.231697E-08 +5.297168E-09
28.0 +1.064098E-08 +5.381001E-09
27.0 +1.143708E-08 -2.876920E-09
26.0 +1.311307E-08 +4.919907E-09
25.0 +1.110186E-08 +5.129496E-09
24.0 +1.118567E-08 +5.003733E-09
23.0 +1.076667E-08 +5.213334E-09
22.0 +1.122758E-08 +7.854193E-09
21.0 +1.085047E-08 +5.003749E-09
20.0 +1.085048E-08 +4.961827E-09
19.0 +1.131137E-08 +4.752236E-09
18.0 +1.097619E-08 +5.171412E-09
17.0 +1.110188E-08 +5.045650E-09
16.0 +9.886781E-09 +4.919906E-09
15.0 +1.080857E-08 +4.961827E-09
14.0 +1.043148E-08 +5.003747E-09
13.0 +1.156278E-08 +8.315295E-09
12.0 +1.131138E-08 +5.003751E-09
11.0 +1.122758E-08 +5.590597E-09
10.0 +1.022198E-08 +5.003757E-09
9.0 +9.677279E-09 +4.752228E-09
8.0 +9.593499E-09 +4.291130E-09
7.0 +1.101807E-08 +5.087584E-09
6.0 +1.126948E-08 +4.710326E-09
5.0 +1.152089E-08 +4.500724E-09
4.0 +1.013818E-08 +4.584559E-09
3.0 +9.467763E-09 +5.213344E-09
2.0 +1.105998E-08 +3.955771E-09
1.0 +1.105997E-08 +4.039625E-09
0.0 +1.064098E-08 +5.129494E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39535cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb394580c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-04 23:15:36.409203 created by:/home/mar345/ele/ele/bin/K2400.pyc
