#-------------- Creating on pcbutt163 @ 2019-02-05 01:48:35.543703
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 01:48:35.543936
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.319686E-08 +4.542645E-09
1.0 +1.202366E-08 +5.884040E-09
2.0 +1.152087E-08 +5.255250E-09
3.0 +1.131136E-08 +5.339098E-09
4.0 +1.026386E-08 +5.590602E-09
5.0 +1.059907E-08 +5.842122E-09
6.0 +1.126947E-08 +6.303233E-09
7.0 +1.055717E-08 +6.009794E-09
8.0 +1.018006E-08 +5.967852E-09
9.0 +9.928682E-09 +6.470898E-09
10.0 +9.970579E-09 +6.554734E-09
11.0 +1.064096E-08 +7.770372E-09
12.0 +1.047338E-08 +6.261295E-09
13.0 +9.383971E-09 +6.638571E-09
14.0 +9.802974E-09 +7.099655E-09
15.0 +9.928678E-09 +7.141588E-09
16.0 +1.047337E-08 +7.015836E-09
17.0 +1.068287E-08 +6.848158E-09
18.0 +1.122758E-08 +7.267351E-09
19.0 -3.132457E-07 +6.806246E-09
20.0 -3.132873E-07 +7.435016E-09
21.0 +9.802974E-09 +6.890077E-09
22.0 +9.761061E-09 +6.470898E-09
23.0 +9.928673E-09 +8.692563E-09
24.0 +9.425865E-09 +9.740507E-09
25.0 +1.001247E-08 +6.973908E-09
26.0 +9.886771E-09 +6.764328E-09
27.0 +8.839280E-09 +7.267332E-09
28.0 +1.034767E-08 +7.015822E-09
29.0 +1.156276E-08 +6.554716E-09
30.0 +1.005438E-08 +7.770372E-09
31.0 +1.051527E-08 +7.435011E-09
32.0 +1.055716E-08 +7.560772E-09
33.0 +1.315498E-08 +7.602681E-09
34.0 +1.143708E-08 +6.428967E-09
