#-------------- Creating on pcbutt163 @ 2019-02-05 03:50:09.483992
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 03:50:09.484217
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.437007E-08 +6.806243E-09
1.0 +1.198177E-08 +5.087571E-09
2.0 +1.185607E-08 +5.842109E-09
3.0 +1.110187E-08 +6.051713E-09
4.0 +1.047337E-08 +6.009807E-09
5.0 +1.030578E-08 +6.428980E-09
6.0 +1.068287E-08 +5.800198E-09
7.0 +1.009627E-08 +6.135543E-09
8.0 +9.719166E-09 +6.261308E-09
9.0 +9.132572E-09 +6.470896E-09
10.0 +1.059907E-08 +6.512818E-09
11.0 +9.761063E-09 +6.051700E-09
12.0 +9.467776E-09 +5.674436E-09
13.0 +9.802951E-09 +6.093637E-09
14.0 +9.719173E-09 +6.848163E-09
15.0 +9.719173E-09 +5.297172E-09
16.0 +9.383987E-09 +6.764331E-09
17.0 +9.886753E-09 +6.680483E-09
18.0 +1.022197E-08 +6.470892E-09
19.0 +9.342063E-09 +9.824362E-09
20.0 +1.018007E-08 +6.848161E-09
21.0 +1.055717E-08 +6.638563E-09
22.0 +3.057184E-07 +6.051716E-09
23.0 +1.068287E-08 +6.554728E-09
24.0 +1.168847E-08 +6.009794E-09
25.0 +1.072478E-08 +7.435013E-09
26.0 +9.886756E-09 +7.770366E-09
27.0 +1.064096E-08 +7.309257E-09
28.0 +9.844879E-09 +4.961824E-09
29.0 +8.839272E-09 +7.309255E-09
30.0 +9.383974E-09 +7.183504E-09
31.0 +1.093427E-08 +7.686531E-09
32.0 +1.085047E-08 +7.728446E-09
33.0 +1.214935E-08 +7.644597E-09
34.0 +1.147897E-08 +6.973908E-09
35.0 -3.127845E-07 +6.680486E-09
36.0 +1.281978E-08 +6.512819E-09
37.0 +1.508236E-08 +7.057746E-09
38.0 +1.776396E-08 +8.231465E-09
39.0 +1.902096E-08 +6.806246E-09
40.0 +2.316905E-08 +7.015833E-09
41.0 +2.949593E-08 +6.764308E-09
42.0 +3.724710E-08 +7.560772E-09
43.0 +4.964840E-08 +9.237510E-09
44.0 +6.351605E-08 +6.638569E-09
45.0 +8.345867E-08 +7.979951E-09
46.0 +1.115711E-07 +7.225422E-09
47.0 +1.426580E-07 +7.393092E-09
48.0 +1.906712E-07 +8.189547E-09
49.0 +2.585433E-07 +8.566818E-09
50.0 +3.450172E-07 +8.734489E-09
50.0 +3.027017E-07 +7.141587E-09
49.0 +1.755466E-07 +7.770360E-09
48.0 +1.064597E-07 +5.171423E-09
47.0 +6.427019E-08 +6.135553E-09
46.0 +4.080829E-08 +4.123457E-09
45.0 +2.568305E-08 +4.961827E-09
44.0 +1.943996E-08 +4.081539E-09
43.0 +1.462146E-08 +4.877990E-09
42.0 +1.600416E-08 +5.422941E-09
41.0 +1.101808E-08 +4.165373E-09
40.0 +1.047338E-08 +5.003758E-09
39.0 +1.105996E-08 +5.129509E-09
38.0 +9.928671E-09 +4.249206E-09
37.0 +1.097617E-08 +5.716360E-09
36.0 +1.152087E-08 +4.877990E-09
35.0 +1.001247E-08 +4.165380E-09
34.0 +1.026389E-08 +4.626480E-09
33.0 +1.038956E-08 +4.542644E-09
32.0 +1.043148E-08 +4.374971E-09
31.0 +1.089238E-08 +4.794160E-09
30.0 +1.076667E-08 +4.500736E-09
29.0 +1.043149E-08 +4.919907E-09
28.0 +3.337888E-07 +5.171413E-09
27.0 +3.317778E-07 +5.213336E-09
26.0 +1.047336E-08 +4.165379E-09
25.0 +1.147895E-08 +5.590597E-09
24.0 +1.110186E-08 +5.171430E-09
23.0 +1.336445E-08 +3.494684E-09
22.0 +1.026388E-08 +4.416884E-09
21.0 +1.093427E-08 +4.668403E-09
20.0 +1.018006E-08 +4.542634E-09
19.0 +1.055717E-08 +4.165380E-09
18.0 +1.026387E-08 +6.470887E-09
17.0 +1.051526E-08 +4.961829E-09
16.0 +1.080856E-08 +4.584560E-09
15.0 +1.135326E-08 +4.291130E-09
14.0 +9.928677E-09 +4.626489E-09
13.0 +9.593471E-09 +4.584556E-09
12.0 +9.174480E-09 +4.584570E-09
11.0 +1.110186E-08 +4.165380E-09
10.0 +3.317359E-07 +4.836068E-09
9.0 +1.131137E-08 +4.752236E-09
8.0 +1.097617E-08 +4.794157E-09
7.0 +1.131137E-08 +3.871955E-09
6.0 +1.147897E-08 +3.830039E-09
5.0 +1.118567E-08 +3.578522E-09
4.0 +1.005437E-08 +4.165380E-09
3.0 +1.030577E-08 +4.458808E-09
2.0 +1.126947E-08 +4.249221E-09
1.0 +1.038957E-08 +5.087591E-09
0.0 +1.105997E-08 +3.662345E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb39335cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb392580c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 16448 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
# ======= ERROR'S @ VGS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
## :STAT:MEAS?   	 0 
## :STAT:QUES?   	 0 
#
#
# ----* zajaczkowksi@mpip-mainz.mpg.de *-------------------------------
# ----- End of file 2019-02-05 03:50:25.267668 created by:/home/mar345/ele/ele/bin/K2400.pyc
