#-------------- Creating on pcbutt163 @ 2019-02-05 07:10:58.334567
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 07:10:58.334829
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.252648E-08 +4.500721E-09
1.0 +1.139517E-08 +4.374960E-09
2.0 +1.214938E-08 +4.961821E-09
3.0 +1.030578E-08 +5.674433E-09
4.0 +1.089239E-08 +5.967872E-09
5.0 +1.072478E-08 +5.464854E-09
6.0 +1.110189E-08 +6.387054E-09
7.0 +1.026388E-08 +5.716362E-09
8.0 +9.593469E-09 +6.387062E-09
9.0 +9.635395E-09 +6.848155E-09
10.0 +9.635389E-09 +5.925943E-09
11.0 +1.009628E-08 +6.303221E-09
12.0 +9.844880E-09 +7.602710E-09
13.0 +9.551590E-09 +5.884042E-09
14.0 +1.126948E-08 +6.554725E-09
15.0 +9.593492E-09 +6.051700E-09
16.0 +1.072478E-08 +1.028546E-08
17.0 +8.881205E-09 +6.512807E-09
18.0 +9.970581E-09 +6.177462E-09
19.0 +1.068288E-08 +7.141581E-09
20.0 +1.269407E-08 +6.428969E-09
21.0 +9.761086E-09 +6.638565E-09
22.0 +3.086929E-07 +6.009787E-09
23.0 -3.143349E-07 +5.967878E-09
24.0 +9.928682E-09 +5.716355E-09
25.0 +9.677279E-09 +5.925951E-09
26.0 +1.005439E-08 +5.842109E-09
27.0 +9.342061E-09 +7.183504E-09
28.0 +1.047337E-08 +6.722404E-09
29.0 +9.216388E-09 +7.560766E-09
30.0 +1.076667E-08 +8.524891E-09
31.0 +8.839308E-09 +7.602673E-09
32.0 +1.001247E-08 +6.009781E-09
33.0 +1.231697E-08 +7.476919E-09
34.0 +1.051528E-08 +9.363253E-09
35.0 +1.143707E-08 +5.716354E-09
36.0 +1.168847E-08 +6.764306E-09
37.0 +1.302927E-08 +7.099661E-09
38.0 +1.428627E-08 +6.470890E-09
39.0 +1.638126E-08 +6.973917E-09
40.0 -3.080080E-07 +6.680478E-09
41.0 +2.241486E-08 +6.303205E-09
42.0 +2.538974E-08 +2.069452E-09
43.0 +3.372782E-08 +7.602696E-09
44.0 +4.248414E-08 +6.345130E-09
45.0 +5.806955E-08 +6.722400E-09
46.0 +7.256563E-08 +8.860244E-09
47.0 +9.963063E-08 +8.902148E-09
48.0 +1.406052E-07 +8.231449E-09
49.0 +1.828785E-07 +6.931985E-09
50.0 +2.442983E-07 +8.315300E-09
50.0 +1.967462E-07 +6.848150E-09
49.0 +1.069206E-07 +5.842121E-09
48.0 +6.506621E-08 +8.063791E-09
47.0 +4.110156E-08 +5.213336E-09
46.0 +2.828084E-08 +4.961825E-09
45.0 +1.856007E-08 +5.464847E-09
44.0 +1.524996E-08 +5.674437E-09
43.0 +1.256836E-08 +5.381013E-09
42.0 +1.214937E-08 +4.752237E-09
41.0 +9.928671E-09 +4.500727E-09
40.0 +8.881177E-09 +5.339088E-09
